"name","abbrv","formula","state","ref1","ref2","date","model","E_units","G","H","S","Cp","V","a1.a","a2.b","a3.c","a4.d","c1.e","c2.f","omega.lambda","z.T","file"
"tetraphosphorus decaoxide",NA,"O10P4","cr",NA,NA,NA,NA,"cal",NA,-712716.155536448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
